,smiles,max,min,median,mean,std,n
219,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,0.137,0.093,0.1263,0.11898333333333332,0.015032566499289322,6
220,CCCCCCCCCCCCCC[N+](C)(CCOCCOCCOCCOCCOCCO)CCOCCOCCOCCOCCOCCO.COS(=O)(=O)[O-],2.79,1.91,2.35,2.35,0.44000000000000006,2
221,CCCCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.131,0.101,0.116,0.116,0.015,2
222,CCCCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1.033,0.731,0.8819999999999999,0.8819999999999999,0.15099999999999997,2
223,CCCCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.112,0.088,0.1,0.1,0.012000000000000004,2
224,CCCCCCn1ccc(=[N+](C)C)c(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.112,0.087,0.0995,0.0995,0.012500000000000004,2
225,CCCCCCn1ccc(=[N+]2CCC(C)CC2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.111,0.086,0.0985,0.0985,0.012500000000000004,2
226,CCCCCC[n+]1cc(CC)cc(CC)c1CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.206,0.155,0.1805,0.1805,0.025499999999999995,2
227,CCCCCC[n+]1cc(C)cc(C)c1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.245,0.171,0.209,0.20850000000000002,0.032392128673491026,4
228,CCCCCC[n+]1cc(C)cc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.104,0.081,0.0925,0.0925,0.011499999999999996,2
229,CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.085,0.0642,0.067,0.07206666666666667,0.009216410484685581,3
230,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.245334,0.064,0.08225,0.114183875,0.0647812777668778,8
231,CCCCOC(=O)c1ccc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.531,0.379,0.455,0.455,0.07600000000000001,2
232,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,0.177,0.12906,0.132,0.1474952,0.021185870861496342,5
233,CCOC(=O)c1ccc[n+](CC)c1.CCOS(=O)(=O)[O-],3.173,1.986,2.5795,2.5795,0.5935,2
234,CC(C)CC(C)(C)C,0.000871,0.000447,0.00047650000000000004,0.00047964285714285703,6.234542081499362e-05,42
235,BrC(Br)C(Br)Br,0.008413,0.008413,0.008413,0.008413000000000002,1.734723475976807e-18,6
236,CCCCCCO,0.0046426,0.003675,0.0039985,0.004194491891891892,0.00035011960147878613,37
237,CCCCCCCO,0.006041,0.004821,0.005860000000000001,0.0055709777777777775,0.0004676090628049075,36
238,COC(=O)OC,0.00059,0.000536,0.0005734,0.0005648975,1.9911133663104164e-05,40
239,CC1CCCC1,0.000476,0.00045,0.000463,0.0004630000000000001,1.3000000000000018e-05,18
240,CCCC(C)=O,0.000469,0.000444,0.0004565,0.0004565,1.2500000000000006e-05,10
241,CCCCC,0.000219,0.000216,0.0002175,0.0002175,1.5000000000000094e-06,2
242,CCCCNCCCC,0.000821,0.000758,0.0007584,0.00077395,2.7164821000698682e-05,4
243,CCCCN(CCCC)CCCC,0.00136,0.001123,0.001167,0.00119672,6.86390675927347e-05,25
244,CC1OC(C)OC(C)O1,0.001107,0.001001,0.001107,0.0010615714285714284,5.2456395886371706e-05,21
245,COC(C)=O,0.0004,0.000343,0.000367,0.0003663041666666666,1.5686790599276694e-05,24
246,Cc1ccccc1[N+](=O)[O-],0.001911,0.001911,0.001911,0.0019110000000000002,2.168404344971009e-19,3
247,Cc1cccc([N+](=O)[O-])c1,0.001777,0.001775,0.001777,0.0017763333333333335,9.42809041581984e-07,3
248,C1CCCC1,0.0004173,0.000394,0.000415,0.0004053444444444445,1.093937276735782e-05,27
249,CC(=O)CC(C)C,0.00056,0.000511,0.00055,0.0005415,1.7902513789968177e-05,8
250,ClC(Cl)=C(Cl)Cl,0.000875,0.0007971,0.0008474,0.0008427461538461537,1.844703917808681e-05,26
251,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,0.274,0.1629,0.2032,0.21726199999999998,0.035593276930716386,15
252,CCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,0.8792,0.43088,0.60344,0.6197284848484849,0.1254594665467264,33
253,CCC(=O)CC,0.000468,0.000419,0.000442,0.00043995625,1.529051866149413e-05,16
254,CCOCCOCCOCCO,0.007049,0.005657,0.00658,0.0064665,0.000517427047998073,8
255,CCOCCOCCO,0.003976,0.002862,0.003303,0.003381083333333333,0.0003852130272834617,12
256,CCOC(C)(C)C,0.000504,0.000478,0.000491,0.000491,1.299999999999999e-05,8
257,CCCCn1cc[n+](C)c1C.F[B-](F)(F)F,0.65,0.447,0.45581,0.5253275,0.0966311635485675,8
258,CN1CCOCC1,0.000881,0.000864,0.0008725,0.0008725,8.49999999999999e-06,2
259,OCCN1CCOCC1,0.021986,0.021986,0.021986,0.021986,0.0,2
260,O=C1CCCO1,0.00173,0.001545,0.00165395,0.0016446125,5.71620599152095e-05,8
261,O=C1CCCCO1,0.0027577,0.0027577,0.0027577,0.0027577,0.0,1
262,O=C1CCCCCO1,0.0048852,0.0048852,0.0048852,0.0048852,0.0,1
263,CCCC[n+]1ccccc1.F[B-](F)(F)F,0.16326,0.11952,0.1236,0.13495538461538462,0.018821387022944284,13
264,CCCCCCCC[n+]1ccccc1.F[B-](F)(F)F,0.2335,0.17185,0.202675,0.202675,0.030825000000000005,4
265,OCCO,0.0186352,0.009618,0.014048999999999999,0.014797160869565217,0.001963127135961161,46
266,CCCCCCCCCO,0.009715,0.007806,0.009506500000000001,0.008978964285714288,0.0008170473409147836,28
267,CC(=O)O.OCCNCCO,0.56689,0.37659,0.47174,0.47174,0.09515000000000001,2
268,CC(=O)O.CN(CCO)CCO,0.19891,0.14469,0.1718,0.1718,0.027109999999999995,2
269,NCCNCCN,0.0056272,0.00479,0.0048044,0.0050065,0.0003584095283331623,4
270,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,0.43857,0.288,0.36261,0.36131125,0.04775092890130516,8
271,CCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],0.16527,0.12677,0.14601999999999998,0.14601999999999998,0.019250000000000003,2
272,CCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.11434,0.08874,0.10153999999999999,0.10153999999999999,0.012799999999999999,2
273,CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.06139,0.048109,0.0494,0.05424533333333333,0.005969987139386854,9
274,CCCCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.15193,0.11639,0.13416,0.13416,0.017770000000000008,2
275,CCCCCCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.20045,0.15142,0.175935,0.175935,0.024514999999999995,2
276,CC(=O)c1ccccc1,0.00168,0.001508,0.001653,0.0016084521739130437,7.353733668401686e-05,23
277,CCCCCCn1cc[n+](C)c1.[Br-],2.239,2.239,2.239,2.239,0.0,2
278,CCCN,0.0003585,0.0003527,0.00035575,0.00035565000000000005,2.851753846319828e-06,6
279,CCC(C)(C)O,0.004474,0.00281,0.003645,0.0036606249999999994,0.00047693099278092624,12
280,CCOS(=O)(=O)[O-].CCc1cccc[n+]1CC,0.3247,0.2332,0.27895,0.27895,0.04575,2
281,COS(=O)(=O)[O-].C[n+]1ccccc1,0.1162,0.0692,0.091,0.09213333333333333,0.019204397644521132,3
282,COS(=O)(=O)[O-].Cc1ccc[n+](C)c1,0.1286,0.0971,0.11285,0.11285,0.015749999999999993,2
283,CCc1cccc[n+]1C.COS(=O)(=O)[O-],4.559,3.207,3.883,3.883,0.6760000000000002,2
284,C1CCOCC1,0.000809,0.000749,0.000752,0.0007726428571428572,2.6590430993275843e-05,7
285,C[n+]1ccn(Cc2ccccc2)c1.[Cl-],3.725,2.2062,2.9656000000000002,2.9656000000000002,0.7594000000000001,2
286,COS(=O)(=O)[O-].C[n+]1ccn(Cc2ccccc2)c1,4.5172,2.3931,3.4551499999999997,3.4551499999999997,1.06205,2
287,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.33674,0.241,0.3114,0.29227600000000004,0.03763100934070198,5
288,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],2.9884,2.0652,2.5267999999999997,2.5267999999999997,0.4616,2
289,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],2.7291,1.174,1.8903,1.8944800000000002,0.5041288620977775,5
290,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.47151,0.3145,0.380945,0.386975,0.059449002725024735,4
291,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],1.3794,0.96283,1.171115,1.171115,0.208285,2
292,CC(=O)OC(C)(C)C,0.000683,0.000683,0.000683,0.000683,0.0,3
293,Cc1ccccc1O,0.0074791,0.0074791,0.0074791,0.0074791,0.0,1
294,COc1ccc(C=O)cc1,0.003706,0.0032512,0.0032512,0.0034331200000000004,0.0002228055870035579,5
295,Cc1cccc(O)c1,0.008929,0.008929,0.008929,0.008929,0.0,1
296,Cc1ccc(O)cc1,0.0095398,0.0095398,0.0095398,0.0095398,0.0,1
297,CCC[n+]1ccccc1.F[B-](F)(F)F,0.1377,0.09075,0.097275,0.10554166666666666,0.017740758548858298,6
298,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.34706,0.2555,0.2567,0.2795627272727273,0.03702082315545452,11
299,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.36931,0.36931,0.36931,0.36931,0.0,4
300,OCCc1ccccc1,0.011405,0.0109,0.011405,0.011203,0.00024739846402110113,5
301,NCCCO,0.0305037,0.0238679,0.023981,0.025575308333333335,0.0028189337713806903,12
302,CC(=O)O.Cn1ccnc1,0.006926,0.005913,0.0064195,0.0064195,0.0005065,2
303,COCC[N+]1(C)CCOCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.7224,0.7224,0.7224,0.7224,0.0,1
304,COCC[N+]1(C)CCCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.1939,0.1939,0.1939,0.1939,0.0,1
305,COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.11274,0.08788,0.1107,0.10377333333333334,0.011269100328873743,3
306,c1ccc(Oc2ccccc2)cc1,0.0033,0.0033,0.0033,0.0033,0.0,2
307,CC(=O)[O-].CCn1cc[n+](C)c1,0.162,0.09362,0.12625,0.1216840740740741,0.019950648603446877,27
308,CCCCn1cc[n+](C)c1.N#C[S-],0.05981,0.04094,0.0517,0.05116538461538462,0.003854580921817603,13
309,CC(=O)O.CCNCC,0.01636,0.01364,0.01636,0.015453333333333333,0.0012822202965516061,3
310,CC(=O)O.CCN(CC)CC,0.02414,0.0196,0.02412,0.02262,0.002135478088547543,3
311,CCN(CC)CC.O=S(=O)(O)O,0.235,0.153,0.235,0.19985714285714287,0.04057947606304226,7
312,O=CO.OCCNCCO,0.533412,0.369633,0.4515225,0.4515225,0.0818895,2
313,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.04108,0.033308,0.036964,0.037079,0.003386287199869498,4
314,CCCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.095725,0.072046,0.0838855,0.0838855,0.011839500000000003,2
315,CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05633,0.0442,0.0498075,0.0501781,0.005389426638335473,10
316,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,0.126574,0.101268,0.113921,0.113921,0.012652999999999998,2
317,CCCC[n+]1cccc(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.106182,0.083796,0.09498899999999999,0.09498899999999999,0.011193000000000002,2
318,c1ccncc1,0.00089434,0.00082,0.000860265,0.0008607900000000001,3.103033032373326e-05,12
319,OCC(O)CO,1.252,0.60083,0.8736,0.8143399999999998,0.19221001650838554,13
320,CCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.9837,0.6597,0.8217,0.8217,0.16200000000000003,2
321,CCCCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.1159,0.7528,0.93435,0.93435,0.18154999999999993,2
322,CCCCCC[n+]1ccc(C#N)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.7042,0.4818,0.593,0.593,0.11120000000000002,2
323,CCCCCCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.527,1.0161,1.27155,1.27155,0.25544999999999995,2
324,Nc1nc[nH]c2ncnc1-2,0.1285,0.09523,0.11186499999999999,0.11186499999999999,0.016635000000000004,4
325,Oc1ccnc(O)n1,0.1285,0.09523,0.11186499999999999,0.11186499999999999,0.016635000000000004,4
326,CCCC[NH3+].O=[N+]([O-])[O-],0.089954,0.073038,0.08149600000000001,0.08149600000000001,0.008457999999999999,14
327,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.2131,0.15961,0.194432,0.1903935,0.021910506766161297,4
328,CC(=O)O.CN(C)C,0.00276,0.00237,0.002565,0.002565,0.00019499999999999986,8
329,CN(C)C.O=S(=O)(O)O,0.0051,0.00448,0.00479,0.00479,0.0003100000000000004,8
330,CN(C)C.O=P(O)(O)O,0.00764,0.00646,0.00705,0.00705,0.0005900000000000002,8
331,C=C(C)C(=O)OC,0.0005544,0.0005248,0.00053955,0.0005396625000000001,1.4638300575886544e-05,8
332,OCCN(CCO)CCO,0.6064,0.3982,0.4047,0.44775,0.08471902580491193,9
333,CCCCCCCC[P+](CCCC)(CCCC)CCCC.[Cl-],4.6696,2.90582,3.7877099999999997,3.7877099999999997,0.8818900000000001,2
334,CC(=O)O.CCCCN,0.546348,0.39717,0.471759,0.471759,0.07458899999999996,6
335,COC(=O)CCC(C)=O,0.0020076,0.0017287,0.0018652,0.001866675,0.00010493127214991728,4
336,CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1875,0.1367,0.16225,0.162175,0.02488065262407721,4
337,CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2387,0.1639,0.20015,0.200725,0.030421897951968747,4
338,CCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.169,0.1214,0.14379999999999998,0.1455,0.02123291470021643,6
339,CCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2886,0.2054,0.24819999999999998,0.24760000000000001,0.0378613919448295,4
340,CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.3216,0.2276,0.2805,0.27755,0.04003807562808183,4
341,COC(=O)c1ccccc1,0.001918,0.001667,0.0017285,0.0017592142857142865,9.75837944475183e-05,14
342,CCOC(=O)c1ccccc1,0.001971,0.001748,0.001971,0.0018820000000000004,0.00010900275225883068,5
343,CCCCCCCCN(CCCCCCCC)CCCCCCCC,0.008392,0.007114,0.007114,0.007327,0.00047628247920745537,6
344,CCCCCc1c(C)cc(C)c[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.26,0.187,0.2235,0.2235,0.036500000000000005,2
345,CCCCCc1c(C)cc(C)c[n+]1CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.253,0.186,0.2195,0.2195,0.0335,2
346,CCCCCC[n+]1cc(C)cc(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.174,0.129,0.1515,0.1515,0.022499999999999992,2
347,CCCCCC[n+]1cc(C)cc(C)c1CCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.278,0.204,0.241,0.241,0.03700000000000002,2
348,OCC(F)(F)F,0.00184,0.00162,0.0017547,0.0017349400000000001,9.888183048467505e-05,10
349,CCn1cc[n+](C)c1.N#C[S-],0.024505,0.0176,0.0217365,0.0215885,0.0023699766876490573,8
350,CC1=CCC(C(C)C)=CC1,0.0011443,0.000852,0.00099815,0.00099815,0.00014615,2
351,C=C1CC[C@H]2C[C@@H]1C2(C)C,0.0016162,0.001531,0.0015736,0.0015736,4.259999999999995e-05,2
352,C=C(C)[C@@H]1CC=C(C)C(=O)C1,0.0024562,0.0024562,0.0024562,0.0024562,0.0,1
353,CCOc1ccccc1,0.001223,0.001223,0.001223,0.001223,0.0,1
354,CCCN.O=CO,0.0786,0.06358,0.07109,0.07109,0.007510000000000003,2
355,CC(=O)O.CCCN,0.62741,0.43542,0.531415,0.531415,0.09599500000000002,2
356,NCCCO.O=CO,0.25715,0.19839,0.22777,0.22777,0.02937999999999999,2
357,CC(=O)O.NCCCO,2.82701,1.93703,2.38202,2.38202,0.44499,2
358,NCCCO.O=C(O)C(F)(F)F,0.97033,0.67732,0.823825,0.823825,0.146505,2
359,CCn1cc[n+](C)c1.c1c[n-]cn1,0.0879,0.0879,0.0879,0.0879,0.0,1
360,C[n+]1ccn(CCO)c1.c1c[n-]cn1,8.896,8.896,8.896,8.896,0.0,1
361,CCCCn1cc[n+](C)c1.c1c[n-]cn1,0.2726,0.2726,0.2726,0.2726,0.0,1
362,C[n+]1ccn(CCCN)c1.c1c[n-]cn1,0.0984,0.0984,0.0984,0.0984,0.0,1
363,C[n+]1ccn(CCn2cc[n+](C)c2)c1.c1c[n-]cn1.c1c[n-]cn1,6.306,6.306,6.306,6.306,0.0,1
364,C[n+]1ccn(CCCCn2cc[n+](C)c2)c1.c1c[n-]cn1.c1c[n-]cn1,3.058,3.058,3.058,3.058,0.0,1
365,CCn1cc[n+](C)c1.COS(=O)(=O)[O-],0.09491,0.05439,0.0685,0.06961066666666667,0.01143803623393845,15
366,CCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],0.223,0.1519,0.21809499999999998,0.19916999999999999,0.030542095540417657,6
367,CCCCCCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,0.6016,0.3681,0.42765,0.46241666666666664,0.09455001175157103,6
368,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.2042,0.2042,0.2042,0.2042,0.0,1
369,CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.07584,0.06069,0.068265,0.068265,0.007575000000000002,2
370,CC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.03908,0.03233,0.035705,0.035705,0.0033749999999999995,2
371,CC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.03283,0.02731,0.03007,0.03007,0.002720294101747088,4
372,CCOC(=O)C(F)(F)F,0.0004506,0.0004107,0.0004295,0.000430075,1.4762685223224128e-05,4
373,C[N+]1(CCCO)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.183,1.183,1.183,1.183,0.0,1
374,C[n+]1ccn(CC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.3155,0.2228,0.26915,0.26915,0.04635,2
375,C[n+]1ccn(CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.08689,0.06766,0.077275,0.077275,0.009614999999999999,2
376,C=CCn1cc[n+](C)c1.N#C[N-]C#N,0.0196,0.0166,0.018099999999999998,0.018099999999999998,0.0014999999999999996,2
377,C[n+]1ccn(CCCC#N)c1.N#C[N-]C#N,0.1585,0.1187,0.1386,0.1386,0.0199,2
378,C[n+]1ccn(CCCl)c1.N#C[N-]C#N,0.1217,0.0917,0.1067,0.1067,0.015,2
379,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,0.04178,0.02853,0.034144999999999995,0.03395333333333333,0.0044093108557032145,6
380,CCCCNCCO.O=C(O)C(F)(F)F,0.2117,0.2117,0.2117,0.2117,0.0,1
381,CCCC[NH2+]CCO.O=[N+]([O-])[O-],0.2721,0.2721,0.2721,0.2721,0.0,1
382,CCCC=O,0.00043,0.0004,0.000415,0.000415,1.4999999999999985e-05,4
383,CCCCn1cc[n+](CC)c1.[Br-],0.03026,0.02104,0.02565,0.02565,0.0046099999999999995,2
384,CCCCn1cc[n+](C)c1.O=C(O)c1ccccc1[O-],0.77763,0.50142,0.639525,0.639525,0.13810500000000003,2
385,CCCCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],1.16925,0.79987,0.9845599999999999,0.9845599999999999,0.18468999999999997,2
386,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,0.0928,0.06319,0.07658999999999999,0.07717666666666666,0.013034002540364268,6
387,Nc1ccccc1,0.00369,0.00319,0.00325,0.0033766666666666667,0.00022291004663067325,6
388,CN(C)c1ccccc1,0.00118,0.00117,0.0011743,0.00117572,3.831135601880992e-06,5
389,CCN(CC)c1ccccc1,0.00172,0.001703,0.0017115,0.0017115,8.499999999999936e-06,4
390,CC[n+]1cccc(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.1471,0.1108,0.12895,0.12895,0.018150000000000006,2
391,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,1.1534,0.8048,0.9791,0.9791,0.1743,2
392,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,1.6237,1.0866,1.35515,1.35515,0.26854999999999996,2
393,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,1.9714,1.3546,1.663,1.663,0.3084,2
394,C=CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0319,0.0319,0.0319,0.0319,0.0,1
395,OCC(F)(F)C(F)F,0.0050291,0.0035945,0.0042738,0.004236220000000001,0.0005101779979575754,5
396,OCC(F)(F)C(F)(F)C(F)(F)C(F)F,0.0131131,0.0087389,0.0106354,0.010909720000000001,0.0015646151468012828,5
397,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0718,0.0568,0.07096,0.06652,0.006881627714429194,3
398,CCCCCC[N+]1(C)CCOCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.501,0.352,0.4265,0.4265,0.07450000000000001,2
399,CCn1cc[n+](C)c1.COP(=O)([O-])OC,0.2698721,0.186,0.19540425,0.21167015,0.033876340071538134,4
400,CCCCn1cc[n+](C)c1.COP(=O)([O-])OC,0.5847403,0.3693,0.4098813,0.45464053333333326,0.09347431890618703,3
401,C1CCC2=NCCCN2CC1.CC(=O)O,0.084727,0.084727,0.084727,0.084727,0.0,1
402,C1CCC2=NCCCN2CC1.O=C(O)C(F)(F)F,0.49376,0.49376,0.49376,0.49376,0.0,1
403,C1CCC2=NCCCN2CC1.CS(=O)(=O)O,1.177,1.177,1.177,1.177,0.0,1
404,C1CCC2=NCCCN2CC1.O=S(=O)(O)C(F)(F)F,0.52423,0.52423,0.52423,0.52423,0.0,1
405,N#C[N-]C#N.OCCC[n+]1ccccc1,0.115,0.115,0.115,0.115,0.0,1
406,CCCCn1cc[n+](C)c1.CCOS(=O)(=O)[O-],0.3791,0.181,0.28005,0.28005,0.09905,2
407,CC(=O)OCC(COC(C)=O)OC(C)=O,0.01636,0.0125,0.01636,0.015073333333333333,0.0018196214502533819,3
408,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,0.0321,0.02079,0.0321,0.028329999999999994,0.005331585130146567,3
409,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,0.04655,0.03456,0.04655,0.04255333333333333,0.0056521402042844695,3
410,CC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.406,0.1512,0.2471,0.26285000000000003,0.0982794357940663,4
411,CCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.2511,0.1902,0.22065,0.22065,0.03044999999999999,2
412,CCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.3431,0.2607,0.3019,0.3019,0.041200000000000014,2
413,CCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.4002,0.3012,0.3507,0.3507,0.04949999999999999,2
414,CC[N+]1(C)CCOCC1.N#C[N-]C#N,0.176,0.176,0.176,0.176,0.0,1
415,CCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.07134,0.05764,0.06448999999999999,0.06448999999999999,0.006850000000000002,6
416,CCCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.10219,0.07923,0.09064249999999999,0.09060062499999999,0.011312671114037349,8
417,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,3.929,2.903,3.416,3.416,0.5129999999999999,2
418,C[N+](C)(C)CCO.[O-]c1cccc2cccnc12,4870.96,4870.96,4870.96,4870.96,0.0,1
419,C[N+](C)(C)CCO.Nc1ccccc1C(=O)[O-],761.84,423.91,592.875,592.875,168.965,2
420,C[N+](C)(C)CCO.O=C([O-])c1ccccn1,4.018,2.831,3.4245,3.4245,0.5934999999999999,2
421,C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,0.715,0.2349,0.3856,0.4451666666666667,0.20047467559658388,3
422,CCCC(=O)O.CCCCCCN(CCCCCC)CCCCCC,0.01152,0.00909,0.01091,0.010506666666666666,0.001032225212290849,3
423,CCCCCC(=O)O.CCCCCCN(CCCCCC)CCCCCC,0.01253,0.00955,0.01144,0.011173333333333334,0.0012311060970615906,3
