,smiles,max,min,median,mean,std,n
646,CCOC(=O)CCCCC(=O)OCC,0.00312,0.00279,0.002955,0.002955,0.000165,2
647,CC(C)COC(=O)CCCCC(=O)OCC(C)C,0.00533,0.00465,0.00499,0.00499,0.00034,2
648,CCCCCCCCCCC,0.001099,0.001022,0.0010604999999999998,0.0010604999999999998,3.8500000000000014e-05,4
649,CCCCCCCC[n+]1cccc(C)c1,0.11555,0.089603,0.1025765,0.1025765,0.012973499999999999,2
650,CCn1cc[n+](C)c1.O=C1O[B-](F)(F)OC1=O,0.061854,0.047341,0.0545975,0.0545975,0.007256499999999999,2
651,CCCCn1cc[n+](C)c1.O=C1O[B-](F)(F)OC1=O,0.097896,0.0733,0.08559800000000001,0.08559800000000001,0.012297999999999996,2
652,CCn1cc[n+](C)c1.O=C1CC(=O)O[B-](F)(F)O1,0.113,0.084546,0.098773,0.098773,0.014227000000000004,2
653,CCCCn1cc[n+](C)c1.O=C1CC(=O)O[B-](F)(F)O1,0.13729,0.13729,0.13729,0.13729,0.0,1
654,CC(=O)O[B-](F)(F)OC(C)=O.CCn1cc[n+](C)c1,0.13867,0.10162,0.120145,0.120145,0.018524999999999993,2
655,CC(=O)O[B-](F)(F)OC(C)=O.CCCCn1cc[n+](C)c1,0.23252,0.16499,0.19875500000000001,0.19875500000000001,0.033765,2
656,CC(=O)O[B-](F)(F)OC(C)=O.CC[N+](CC)(CC)CC,0.2225,0.16111,0.191805,0.191805,0.030695,2
657,CCn1cc[n+](C)c1.O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F,0.019633,0.016561,0.018097000000000002,0.018097000000000002,0.001536000000000001,2
658,CCCCn1cc[n+](C)c1.O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F,0.029745,0.024331,0.027038,0.027038,0.002707000000000001,2
659,CC[N+](CC)(CC)CC.O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F,0.047283,0.038504,0.0428935,0.0428935,0.004389500000000001,2
660,CCOCC,0.0002469,0.0002469,0.0002469,0.0002469,0.0,3
661,CCCC[N+]1(C)CCCC1.COS(=O)(=O)[O-],0.4675,0.3349,0.4012,0.4012,0.06630000000000003,2
662,CCCCCCCC(=O)O.c1c[nH]cn1,0.07127,0.05648,0.063875,0.063875,0.007394999999999999,10
663,O=C1CCCC1,0.001084,0.000998,0.000999,0.0010325999999999998,4.1969512744371895e-05,5
664,CCOC(=O)CCC(=O)OCC,0.0023927,0.0023927,0.0023927,0.0023927,0.0,2
665,CCC(=O)O.OCCNCCO,0.32217,0.32217,0.32217,0.32217,0.0,4
666,C=CCCCCCC,0.00047,0.00047,0.00047,0.00047,0.0,2
667,CC(=O)[O-].CCCC[N+](CC)(CC)CC,0.439,0.439,0.439,0.439,0.0,1
668,CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0006065,0.0006065,0.0006065,0.0006065,0.0,4
669,CCCCCCC(=O)O.CCN(C(C)C)C(C)C,0.01223,0.01223,0.01223,0.01223,0.0,2
670,CCCCCCCC(=O)O.CCN(C(C)C)C(C)C,0.01352,0.01352,0.01352,0.01352,0.0,2
671,NCC(=O)[O-].[K+],0.0009638,0.0009638,0.0009638,0.0009638,0.0,1
672,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,0.0048073,0.0043074,0.00455735,0.00455735,0.00024994999999999965,2
673,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,0.0039606,0.0035831,0.00377185,0.00377185,0.0001887499999999999,2
674,CCCCCC/C=C\CCCCCCCC(=O)OC,0.0036471,0.0032886,0.0034678499999999998,0.0034678499999999998,0.00017924999999999994,2
675,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC,0.0040429,0.003301,0.0036665,0.0036701333333333335,0.0003028903028417311,3
676,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC,0.0074879,0.0065284,0.0070081499999999994,0.0070081499999999994,0.0004797499999999997,2
677,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC,0.0091414,0.0079069,0.00852415,0.00852415,0.0006172499999999997,2
678,CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCC[n+]1ccn(CCC#N)c1,13.7697,8.2527,11.0112,11.0112,2.7584999999999997,2
679,CCCCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])c1ccccc1,4.2681,2.8656,3.5668499999999996,3.5668499999999996,0.7012499999999997,2
680,CCCCCC[n+]1ccn(CCC#N)c1.O=C([O-])c1cccc(S(=O)(=O)O)c1,11.463,7.5783,9.52065,9.52065,1.9423499999999998,2
681,CCCCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])C(F)(F)F,1.4697,0.9919,1.2308,1.2308,0.2389,2
682,CCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],0.078295,0.059772,0.0690335,0.0690335,0.009261500000000002,2
683,CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0882,0.0684,0.07830000000000001,0.07830000000000001,0.009899999999999999,2
684,C[C@H](O)CN,0.01771,0.01771,0.01771,0.01771,0.0,2
685,CCCC[N+](C)(C)CC.CCOS(=O)(=O)[O-],0.333,0.333,0.333,0.333,0.0,1
686,CCOS(=O)(=O)[O-].CC[N+](C)(C)CCO,1.617,1.617,1.617,1.617,0.0,1
687,CCCCS(=O)(=O)[O-].CC[N+](C)(C)CCO,1.354,1.354,1.354,1.354,0.0,1
688,CCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,0.1808,0.1379,0.15935,0.15935,0.021449999999999997,2
689,CCCCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,0.31678,0.2315,0.273115,0.2736275,0.04052428986114377,4
690,CCn1cc[n+](C)c1.O=S(=O)([O-])O,1.6284,1.1448,1.3866,1.3866,0.24180000000000001,2
691,CCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)C(F)F,0.07264,0.07264,0.07264,0.07264,0.0,1
692,Cl.OCCCCCCn1ccnc1,0.42,0.3201,0.37005,0.37005,0.049949999999999994,2
693,C[n+]1ccn(CCCCCCO)c1.[Cl-],0.6798,0.4897,0.58475,0.58475,0.09504999999999997,2
694,CC[n+]1ccn(CCCCCCO)c1.[Cl-],0.8617,0.6045,0.7331000000000001,0.7331000000000001,0.1286,2
695,CCCC[n+]1ccn(CCCCCCO)c1.[Cl-],0.9833,0.707,0.84515,0.84515,0.13815,2
696,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCCC[n+]1ccccc1,0.0922,0.0922,0.0922,0.0922,0.0,1
697,CCOC(=O)C[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.338,0.338,0.338,0.338,0.0,1
698,CCC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0927,0.0927,0.0927,0.0927,0.0,1
699,CC(=O)OCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.162,0.162,0.162,0.162,0.0,1
700,CCCC[n+]1ccn(CCC#N)c1.[Cl-],2.637,1.612,2.1245000000000003,2.1245000000000003,0.5125,2
701,C=CC[n+]1ccn(CCC#N)c1.[Cl-],17.544,10.294,13.919,13.919,3.625,2
702,N#CCC[n+]1ccn(CCO)c1.[Cl-],62.813,62.813,62.813,62.813,0.0,1
703,CCCC[P+](CCCC)(CCCC)CCCN.C[C@H](N)C(=O)[O-],0.80488,0.5614,0.6831400000000001,0.6831400000000001,0.12174000000000001,4
704,CC(C)[C@H](N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCN,1.01549,0.69504,0.8552649999999999,0.855265,0.160225,4
705,CC(C)C[C@H](N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCN,1.22786,0.85526,1.04156,1.04156,0.18629999999999997,4
706,CCCCCCCCCCCCC,0.001726,0.001577,0.0016515000000000002,0.0016515000000000002,7.450000000000002e-05,4
707,CCn1cc[n+](C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,1.4174,1.4174,1.4174,1.4174,0.0,1
708,CCC(=O)O,0.0009496,0.0009496,0.0009496,0.0009496,0.0,3
709,COC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.0285,0.02471,0.026605,0.026605,0.0018950000000000009,2
710,CCCCn1cc[n+](C)c1C.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.1541,0.11549,0.134795,0.134795,0.019304999999999996,2
711,CCC(=O)O.CCN1CCNCC1,0.24349,0.16481,0.20415,0.20415,0.03934,10
712,CCC(=O)[O-].C[N+](C)(C)CCO,0.2902,0.2156,0.2529,0.2529,0.0373,2
713,CCCC(=O)[O-].C[N+](C)(C)CCO,0.6306,0.4593,0.54495,0.54495,0.08565000000000003,2
714,CCCCCC(=O)[O-].C[N+](C)(C)CCO,0.7107,0.5304,0.6205499999999999,0.6205499999999999,0.09015000000000001,2
715,CCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2046,0.1542,0.1794,0.1794,0.0252,2
716,CCCCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.4011,0.2936,0.34735000000000005,0.34735000000000005,0.05374999999999999,2
717,CS(=O)(=O)[O-].Cn1cc[n+](C)c1,0.0329,0.0329,0.0329,0.0329,0.0,1
718,CCCCn1cc[n+](C)c1.CS(=O)(=O)[O-],0.111,0.111,0.111,0.111,0.0,1
719,CCCCn1cc[n+](CCCC)c1.CS(=O)(=O)[O-],0.0319,0.0319,0.0319,0.0319,0.0,1
720,CC(=O)O.CCN(C)C,0.01397,0.011679,0.012824499999999999,0.012824499999999999,0.0011454999999999998,2
721,CC(=O)[O-].CCCC[N+]1(C)CCCC1,0.10663,0.079923,0.0932765,0.0932765,0.013353500000000004,2
722,CC(=O)O.CCn1ccnc1,0.0049548,0.0043365,0.004645649999999999,0.004645649999999999,0.0003091499999999998,2
723,CCCCn1cc[n+](C)c1.O=C[O-],0.1385,0.1385,0.1385,0.1385,0.0,1
724,CCC(=O)[O-].CCCCn1cc[n+](C)c1,0.3257,0.3257,0.3257,0.3257,0.0,1
725,CCCC(=O)[O-].CCCCn1cc[n+](C)c1,0.3643,0.3643,0.3643,0.3643,0.0,1
726,CCOCC[N+](C)(C)CCC[N+](C)(C)CCCc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,6.671,6.671,6.671,6.671,0.0,1
727,CCOCC[N+](C)(C)CCC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.147,1.147,1.147,1.147,0.0,1
728,C=CC[N+](C)(C)CCC[N+](C)(C)CCOCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.345,1.345,1.345,1.345,0.0,1
729,CCCCC[N+](C)(C)CCC[N+](C)(C)CCOCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4.949,4.949,4.949,4.949,0.0,1
730,CCCCC[N+](C)(C)CCOCC[N+](C)(C)CCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.106,2.106,2.106,2.106,0.0,1
731,CCCCC[N+](C)(C)CCOCC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.215,1.215,1.215,1.215,0.0,1
732,CCCCC[N+](C)(C)CCOCC[N+](C)(C)CCOCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.037,2.037,2.037,2.037,0.0,1
733,C=CC[N+](C)(C)CCOCC[N+](C)(C)CCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.974,3.974,3.974,3.974,0.0,1
734,CCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,6.431,6.431,6.431,6.431,0.0,1
735,CCC[N+](C)(C)CCOCC[N+](C)(C)CCOCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.355,1.355,1.355,1.355,0.0,1
736,CCC[N+](C)(C)CCOCC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.213,1.213,1.213,1.213,0.0,1
737,CCCCCCCC[n+]1ccc2ccccc2c1.N#C[S-],2.388,1.6121,2.00005,2.00005,0.3879499999999999,2
738,CCCCCCCC/C=C\CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2635,0.22285,0.243175,0.243175,0.02032500000000001,2
739,CCCCCCCC/C=C/CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2742,0.22351,0.248855,0.248855,0.025345000000000006,2
740,CCCCC/C=C\C/C=C\CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2482,0.18096,0.21458,0.21458,0.03362,2
741,CC[N+](C)(C)CCOC(C)=O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.2075,0.153,0.18025,0.18025,0.027249999999999996,2
742,CC[N+](C)(C)CCOCCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.05857,0.04719,0.052879999999999996,0.052879999999999996,0.005689999999999997,2
743,CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1276,0.09788,0.11273999999999999,0.11273999999999999,0.014859999999999998,2
744,CCCCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1677,0.1276,0.14765,0.14765,0.02005,2
745,C[N+](C)(C)CCO.NCC(=O)[O-],0.1823,0.1199,0.1511,0.1511,0.03119999999999999,2
746,C[N+](C)(C)CCO.NCCC(=O)[O-],5.0921,3.0222,4.05715,4.05715,1.03495,2
747,C[N+](C)(C)CCO.O=C([O-])[C@@H]1CCCN1,10.6438,5.4373,8.04055,8.04055,2.6032500000000005,2
748,C[N+](C)(C)CCO.N[C@@H](CO)C(=O)[O-],11.5437,6.5431,9.0434,9.0434,2.5002999999999997,2
749,C=CCN(C)C.O=S(=O)(O)C(F)(F)F,0.0288,0.0288,0.0288,0.0288,0.0,1
750,CCN(C)CC.O=S(=O)(O)C(F)(F)F,0.0369,0.0369,0.0369,0.0369,0.0,1
751,CCCN(C)C.O=S(=O)(O)C(F)(F)F,0.0332,0.0332,0.0332,0.0332,0.0,1
752,C=CCN(CC)CC.O=S(=O)(O)C(F)(F)F,0.051,0.051,0.051,0.051,0.0,1
753,CCCN(CC)CC.O=S(=O)(O)C(F)(F)F,0.0543,0.0543,0.0543,0.0543,0.0,1
754,C=CCN(C)CC=C.O=S(=O)(O)C(F)(F)F,0.0385,0.0385,0.0385,0.0385,0.0,1
755,CCCN(C)CCC.O=S(=O)(O)C(F)(F)F,0.0487,0.0487,0.0487,0.0487,0.0,1
756,CCCCOCCOCCO,0.0043229,0.00423,0.00423,0.004253225,4.0226880005787144e-05,8
757,CCCCCCC(C)C,0.000594,0.000594,0.000594,0.000594,0.0,1
758,CCCCCCCC(C)C,0.000768,0.000768,0.000768,0.000768,0.0,1
759,CCCCCCCCC(C)C,0.000977,0.000977,0.000977,0.000977,0.0,1
760,CCCCCCCCCCCCCC(C)C,0.00277,0.00277,0.00277,0.00277,0.0,1
761,CCCn1cc[n+](C)c1.F[B-](F)(F)F,0.07404,0.05859,0.066315,0.066315,0.007724999999999996,6
762,CCC1CCCCC1,0.000791,0.000743,0.000767,0.0007669999999999999,2.400000000000004e-05,4
763,CCCCC1CCCCC1,0.0012,0.001111,0.0011554999999999998,0.0011554999999999998,4.449999999999994e-05,4
764,C=COCCCC,0.0004,0.000387,0.00039349999999999997,0.00039349999999999997,6.5000000000000225e-06,4
765,CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1,0.41,0.28434,0.3173,0.326506,0.04374489117599905,5
766,Cc1ccc(C=O)o1,0.002056,0.001757,0.0019005,0.0019035000000000002,0.00011096057858536969,4
767,CCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCC[n+]1ccn(CCC#N)c1,21.6451,12.9985,17.3218,17.3218,4.3233,2
768,CCCCCCCC[n+]1ccn(CCC#N)c1.O=C([O-])c1cccc(S(=O)(=O)O)c1,14.4202,9.2634,11.8418,11.8418,2.5783999999999994,2
769,CCCCCCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])c1ccccc1,8.2919,4.8801,6.586,6.586,1.7059000000000002,2
770,CCCCCCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])C(F)(F)F,4.1352,2.7989,3.4670500000000004,3.4670500000000004,0.66815,2
771,CC(CC(C)(C)C)CC(C)(C)C,0.00111,0.0011,0.0011,0.0011033333333333336,4.7140452079103295e-06,3
772,CCCCCCCCCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(CCC#N)c1,7.875,4.746,6.3105,6.3105,1.5644999999999998,2
773,CCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])c1ccccc1,2.752,1.806,2.279,2.279,0.47299999999999986,2
774,CCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])C(F)(F)F,0.719,0.489,0.604,0.604,0.11499999999999999,2
775,CCCCCCCCCC[n+]1ccn(CCC#N)c1.O=C([O-])c1cccc(S(=O)(=O)O)c1,17.65,11.449,14.549499999999998,14.549499999999998,3.1004999999999994,2
776,CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCC[n+]1ccn(CCC#N)c1,16.145,16.145,16.145,16.145,0.0,1
777,CCCCn1ccc(=[N+](C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.083,0.065,0.07400000000000001,0.07400000000000001,0.009000000000000001,2
778,CCCCCC[N+]1=C2CCCCCN2CCC1.N#C[S-],1.5043,1.5043,1.5043,1.5043,0.0,1
779,CCCCCCCC[N+]1=C2CCCCCN2CCC1.N#C[S-],0.80671,0.80671,0.80671,0.80671,0.0,1
780,CCCCCCCCCC[N+]1=C2CCCCCN2CCC1.N#C[S-],1.0593,1.0593,1.0593,1.0593,0.0,1
781,CC[N+](C)(CC)CCOC.F[B-](F)(F)C(F)(F)F,0.105,0.0841,0.09455,0.09455,0.010450000000000001,2
782,CC[N+](C)(CC)CCOC.F[B-](F)(F)F,0.422,0.303,0.3625,0.3625,0.0595,2
783,CCCCn1cc[n+](C)c1.O=S(=O)([O-])O,0.43936,0.32195,0.38065499999999997,0.38065499999999997,0.05870499999999998,2
784,CC(C)CNCCCCS(=O)(=O)O.O=S(=O)(O)O,14.433,9.45,11.9415,11.9415,2.4915000000000003,2
785,CN(C)C(=O)c1ccccc1.CN(C)C(=O)c1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F.[Ag+],0.4917,0.3376,0.41465,0.41465,0.07705000000000001,2
786,CCCN.CCCN.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Ag+],0.036,0.03107,0.033534999999999995,0.033534999999999995,0.0024649999999999984,2
787,CCCCn1cc[n+](C)c1.O=C([O-])CO,0.4906,0.4906,0.4906,0.4906,0.0,1
788,CCCCn1cc[n+](C)c1.O=C([O-])c1ccccc1,1.18,1.18,1.18,1.18,0.0,1
789,CCCCn1cc[n+](C)c1.NCC(=O)[O-],0.8626,0.8626,0.8626,0.8626,0.0,1
790,CCCCCCCCn1cc[n+](C)c1.NCC(=O)[O-],0.2482,0.2482,0.2482,0.2482,0.0,1
791,CCCCCCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],0.3473,0.3473,0.3473,0.3473,0.0,1
792,CCCCCCCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],1.1787,1.1787,1.1787,1.1787,0.0,1
793,CCCCCCCCn1cc[n+](C)c1.O=C([O-])[C@@H]1CCCN1,0.8399,0.8399,0.8399,0.8399,0.0,1
794,S=P(Cl)(Cl)c1ccccc1,0.003634,0.003634,0.003634,0.003634,0.0,1
795,CCCCn1cc[n+](C)c1.[O-][Cl+3]([O-])([O-])[O-],0.18026,0.13785,0.159055,0.159055,0.021205,2
796,CCNCC,0.000275,0.000275,0.000275,0.000275,0.0,2
797,C=CC#N,0.000344,0.000344,0.000344,0.00034399999999999996,5.421010862427522e-20,3
798,O=CO,0.001437,0.001437,0.001437,0.001437,0.0,2
799,ClP(Cl)Oc1ccccc1,0.001835,0.001835,0.001835,0.001835,0.0,1
800,COC=O,0.0003,0.0003,0.0003,0.0003,0.0,2
801,CC(=O)CC(C)(C)O,0.00289,0.00289,0.00289,0.00289,0.0,3
802,CC(=O)OC(C)=O,0.000829,0.000778,0.0008035,0.0008035,2.549999999999997e-05,4
803,CCCCCc1ccc(C2CCC(CCC)CC2)cc1,0.0135,0.01109,0.012295,0.012295,0.0012050000000000003,2
804,C[n+]1ccn(CCO)c1.F[B-](F)(F)F,0.974,0.974,0.974,0.974,0.0,1
805,Cc1ccncc1,0.0008723,0.0008175,0.0008449,0.0008449,2.7400000000000015e-05,4
806,CCCCCCn1cc[n+](C)c1.COS(=O)(=O)[O-],0.383,0.383,0.383,0.383,0.0,1
807,CCCCCCn1cc[n+](C)c1.CCOS(=O)(=O)[O-],0.589,0.589,0.589,0.589,0.0,1
808,O=C(O)C1CC1,0.003306,0.003306,0.003306,0.003306,0.0,5
809,CCCn1cc[n+](C)c1C.F[B-](F)(F)F,0.37728,0.2719,0.32459,0.32459,0.052690000000000015,4
810,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0572,0.0572,0.0572,0.0572,0.0,1
811,COC(=O)CCCCl,0.001519,0.001519,0.001519,0.0015189999999999997,2.168404344971009e-19,6
812,CCN1CCCC1=O,0.002022,0.0018321,0.00192705,0.00192705,9.495e-05,4
813,CCCCOCCOCCOCCO,0.006528,0.006528,0.006528,0.006528,0.0,2
814,N#CCc1ccccc1,0.0017613,0.001761,0.0017613,0.00176127,8.999999999998593e-08,10
815,CCOC(=O)CC#N,0.0021861,0.0021861,0.0021861,0.0021861,0.0,2
816,CNCCO.O=CO,0.02322,0.0164,0.01932,0.019565000000000003,0.002515019880637129,4
817,CC(=O)O.CNCCO,0.10606,0.0787,0.09238,0.09238,0.013679999999999998,2
818,CCC(=O)O.CNCCO,0.25614,0.15824,0.19896999999999998,0.20307999999999998,0.03666588877962731,4
819,CCCC(=O)O.CNCCO,0.3522,0.21916,0.277825,0.2817525,0.04950770918503502,4
820,CC(C)C(=O)O.CNCCO,0.16308,0.12467,0.143875,0.143875,0.019205,2
821,CCCCC(=O)O.CNCCO,0.27303,0.17584,0.21988000000000002,0.2221575,0.03594330005369568,4
822,ClCC(Cl)Cl,0.001105,0.0010192,0.0010192,0.0010478,4.044650788387053e-05,3
823,CCCC[N+](C)(CCCC)CCCC.NCCS(=O)(=O)[O-],6.674,3.965,5.3195,5.3195,1.3545000000000003,2
824,CCCC[N+](C)(CCCC)CCCC.NCCCC[C@H](N)C(=O)[O-],2.593,1.679,2.136,2.136,0.45699999999999996,2
825,CCCC[N+](C)(CCCC)CCCC.C[C@@H](O)[C@H](N)C(=O)[O-],8.368,4.916,6.642,6.642,1.726,2
826,CCCC[P+](CCCC)(CCCC)CCCC.N[C@@H](CO)C(=O)[O-],1.143,0.7784,0.9607,0.9607,0.18230000000000002,2
827,CCCC[P+](CCCC)(CCCC)CCCC.NCCS(=O)(=O)[O-],1.019,0.7126,0.8657999999999999,0.8657999999999999,0.15319999999999995,2
828,CCCC[P+](CCCC)(CCCC)CCCC.NCCCC[C@H](N)C(=O)[O-],0.741,0.5198,0.6304000000000001,0.6304000000000001,0.11059999999999998,2
829,CCCC[P+](CCCC)(CCCC)CCCC.C[C@@H](O)[C@H](N)C(=O)[O-],0.739,0.5198,0.6294,0.6294,0.10959999999999998,2
830,CCCC[P+](CCCC)(CCCC)CCCC.N[C@@H](CS)C(=O)[O-],2.946,1.866,2.406,2.406,0.54,2
831,CCCC[N+](C)(CCCC)CCCC.N[C@@H](CO)C(=O)[O-],10.214,5.845,8.0295,8.0295,2.1845000000000003,2
832,CC(C)Cc1ccccc1,0.000905,0.000905,0.000905,0.000905,0.0,4
833,CCCC[n+]1ccn(CCC#N)c1.[Br-],19.103,11.304,15.203500000000002,15.203500000000002,3.8995000000000006,2
834,CCCCCC[n+]1ccn(CCC#N)c1.[Br-],15.893,15.893,15.893,15.893,0.0,1
835,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],0.6641,0.466,0.56505,0.56505,0.09905,2
836,CCC(O)CC,0.004625,0.004625,0.004625,0.004625,0.0,2
837,CCCOC=O,0.000477,0.000477,0.000477,0.000477,0.0,5
838,CCCCn1cc[n+](C)c1.[I-],0.59368,0.44264,0.51816,0.51816,0.07552,2
839,CCCCCCCCn1cc[n+](C)c1.[I-],1.30626,0.98111,1.143685,1.143685,0.16257499999999997,2
